Zeitstempel;Messstelle1;Messstelle2;Messstelle3;Messstelle4
Fr., 27.Apr. 2012 18:45;0,25;0,56;0,42;0,29
Fr., 27.Apr. 2012 19:00;0,59;1,03;0,84;0,6
Fr., 27.Apr. 2012 19:15;0,2;0,51;0,37;0,25
Fr., 27.Apr. 2012 19:30;0,39;0,53;0,46;0,35
Fr., 27.Apr. 2012 19:45;0,45;0,54;0,51;0,39
Fr., 27.Apr. 2012 20:00;0,48;0,53;0,51;0,4
Fr., 27.Apr. 2012 20:15;0,18;0,51;0,35;0,24
Fr., 27.Apr. 2012 20:30;0,22;0,51;0,36;0,26
Fr., 27.Apr. 2012 20:45;0,2;0,5;0,36;0,25
Fr., 27.Apr. 2012 21:00;0,17;0,56;0,37;0,25
Fr., 27.Apr. 2012 21:15;0,18;0,53;0,36;0,25
Fr., 27.Apr. 2012 21:30;0,17;0,55;0,36;0,25
Fr., 27.Apr. 2012 21:45;0,18;0,54;0,37;0,25
Fr., 27.Apr. 2012 22:00;0,23;0,5;0,36;0,27
Fr., 27.Apr. 2012 22:15;0,17;0,51;0,35;0,24
Fr., 27.Apr. 2012 22:30;0,17;0,5;0,33;0,24
Fr., 27.Apr. 2012 22:45;0,18;0,52;0,35;0,25
Fr., 27.Apr. 2012 23:00;0,2;0,54;0,4;0,26
Fr., 27.Apr. 2012 23:15;0,2;0,53;0,37;0,26
Fr., 27.Apr. 2012 23:30;0,22;0,52;0,37;0,27
Fr., 27.Apr. 2012 23:45;0,17;0,53;0,35;0,24
Sa., 28.Apr. 2012 00:00;0,2;0,5;0,36;0,25
Sa., 28.Apr. 2012 00:15;0,19;0,58;0,41;0,27
Sa., 28.Apr. 2012 00:30;0,19;0,52;0,35;0,25
Sa., 28.Apr. 2012 00:45;0,21;0,54;0,37;0,27
Sa., 28.Apr. 2012 01:00;0,18;0,53;0,36;0,25
Sa., 28.Apr. 2012 01:15;0,17;0,52;0,36;0,24
Sa., 28.Apr. 2012 01:30;0,2;0,51;0,37;0,25
Sa., 28.Apr. 2012 01:45;0,19;0,51;0,35;0,25
Sa., 28.Apr. 2012 02:00;0,2;0,51;0,36;0,25
Sa., 28.Apr. 2012 02:15;0,21;0,61;0,41;0,29
Sa., 28.Apr. 2012 02:30;0,17;0,53;0,35;0,24
Sa., 28.Apr. 2012 02:45;0,18;0,53;0,36;0,25
Sa., 28.Apr. 2012 03:00;0,2;0,5;0,36;0,25
Sa., 28.Apr. 2012 03:15;0,17;0,51;0,34;0,24
Sa., 28.Apr. 2012 03:30;0,2;0,5;0,36;0,25
Sa., 28.Apr. 2012 03:45;0,17;0,53;0,36;0,24
Sa., 28.Apr. 2012 04:00;0,18;0,54;0,36;0,25
Sa., 28.Apr. 2012 04:15;0,19;0,53;0,36;0,25
Sa., 28.Apr. 2012 04:30;0,17;0,51;0,35;0,24
Sa., 28.Apr. 2012 04:45;0,24;0,53;0,4;0,28
Sa., 28.Apr. 2012 05:00;0,17;0,5;0,35;0,24
Sa., 28.Apr. 2012 05:15;0,2;0,51;0,35;0,25
Sa., 28.Apr. 2012 05:30;0,25;0,53;0,42;0,28
Sa., 28.Apr. 2012 05:45;0,18;0,53;0,36;0,25
Sa., 28.Apr. 2012 06:00;0,17;0,53;0,35;0,24
Sa., 28.Apr. 2012 06:15;0,26;0,56;0,43;0,3
Sa., 28.Apr. 2012 06:30;0,24;0,51;0,39;0,27
Sa., 28.Apr. 2012 06:45;0,26;0,53;0,4;0,29
Sa., 28.Apr. 2012 07:00;0,24;0,62;0,45;0,31
Sa., 28.Apr. 2012 07:15;0,24;0,63;0,45;0,31
Sa., 28.Apr. 2012 07:30;0,57;0,65;0,64;0,48
Sa., 28.Apr. 2012 07:45;0,65;0,78;0,74;0,56
Sa., 28.Apr. 2012 08:00;0,79;1,12;0,99;0,73
Sa., 28.Apr. 2012 08:15;0,97;1,08;1,02;0,81
Sa., 28.Apr. 2012 08:30;1,19;1,25;1,23;0,97
Sa., 28.Apr. 2012 08:45;1,02;1,45;1,31;0,95
Sa., 28.Apr. 2012 09:00;1,02;1,87;1,53;1,07
Sa., 28.Apr. 2012 09:15;1,05;1,99;1,61;1,12
Sa., 28.Apr. 2012 09:30;1,38;1,9;1,68;1,26
Sa., 28.Apr. 2012 09:45;1,07;1,82;1,49;1,08
Sa., 28.Apr. 2012 10:00;1,07;1,78;1,5;1,07
Sa., 28.Apr. 2012 10:15;1,07;1,85;1,54;1,09
Sa., 28.Apr. 2012 10:30;1,24;1,86;1,61;1,18
Sa., 28.Apr. 2012 10:45;1,11;1,78;1,52;1,09
Sa., 28.Apr. 2012 11:00;1,25;1,89;1,58;1,19
Sa., 28.Apr. 2012 11:15;1,17;1,91;1,6;1,16
Sa., 28.Apr. 2012 11:30;1,21;1,8;1,56;1,15
Sa., 28.Apr. 2012 11:45;1,25;2,04;1,68;1,24
Sa., 28.Apr. 2012 12:00;1,1;1,89;1,51;1,12
Sa., 28.Apr. 2012 12:15;0,87;1,78;1,35;0,97
Sa., 28.Apr. 2012 12:30;1,1;1,72;1,49;1,07
Sa., 28.Apr. 2012 12:45;1,21;1,6;1,41;1,09
Sa., 28.Apr. 2012 13:00;1,29;1,8;1,63;1,19
Sa., 28.Apr. 2012 13:15;1,21;1,82;1,61;1,15
Sa., 28.Apr. 2012 13:30;1,09;1,66;1,43;1,04
Sa., 28.Apr. 2012 13:45;1,17;1,93;1,61;1,16
Sa., 28.Apr. 2012 14:00;1,17;1,67;1,49;1,09
Sa., 28.Apr. 2012 14:15;1,2;2,34;1,85;1,3
Sa., 28.Apr. 2012 14:30;1,1;2,22;1,76;1,22
Sa., 28.Apr. 2012 14:45;1,28;1,97;1,69;1,23
Sa., 28.Apr. 2012 15:00;1,21;1,96;1,64;1,19
Sa., 28.Apr. 2012 15:15;1,13;2;1,66;1,17
Sa., 28.Apr. 2012 15:30;1,21;2,19;1,79;1,26
Sa., 28.Apr. 2012 15:45;1,21;1,75;1,51;1,13
Sa., 28.Apr. 2012 16:00;1,17;1,71;1,5;1,1
Sa., 28.Apr. 2012 16:15;1,14;1,57;1,42;1,04
Sa., 28.Apr. 2012 16:30;1,07;1,51;1,31;0,99
Sa., 28.Apr. 2012 16:45;0,97;1,44;1,25;0,92
Sa., 28.Apr. 2012 17:00;0,81;1,46;1,2;0,84
Sa., 28.Apr. 2012 17:15;0,8;1,25;1,08;0,78
Sa., 28.Apr. 2012 17:30;0,77;1,03;0,92;0,69
Sa., 28.Apr. 2012 17:45;0,26;0,86;0,59;0,39
Sa., 28.Apr. 2012 18:00;0,29;0,67;0,51;0,35
Sa., 28.Apr. 2012 18:15;0,23;0,61;0,43;0,3
Sa., 28.Apr. 2012 18:30;0,67;0,57;0,64;0,51
Sa., 28.Apr. 2012 18:45;0,39;0,56;0,5;0,36
Sa., 28.Apr. 2012 19:00;0,31;0,69;0,52;0,36
Sa., 28.Apr. 2012 19:15;0,89;0,79;0,87;0,68
Sa., 28.Apr. 2012 19:30;0,5;0,64;0,59;0,44
Sa., 28.Apr. 2012 19:45;0,2;0,74;0,48;0,32
Sa., 28.Apr. 2012 20:00;0,64;0,88;0,8;0,58
Sa., 28.Apr. 2012 20:15;0,32;0,54;0,45;0,32
Sa., 28.Apr. 2012 20:30;0,18;0,53;0,36;0,25
Sa., 28.Apr. 2012 20:45;0,19;0,52;0,36;0,25
Sa., 28.Apr. 2012 21:00;0,17;0,55;0,37;0,25
Sa., 28.Apr. 2012 21:15;0,2;0,53;0,37;0,26
Sa., 28.Apr. 2012 21:30;0,19;0,56;0,39;0,26
Sa., 28.Apr. 2012 21:45;0,17;0,55;0,39;0,25
Sa., 28.Apr. 2012 22:00;0,24;0,58;0,42;0,29
Sa., 28.Apr. 2012 22:15;0,21;0,53;0,39;0,26
Sa., 28.Apr. 2012 22:30;0,19;0,52;0,36;0,25
Sa., 28.Apr. 2012 22:45;0,19;0,52;0,35;0,25
Sa., 28.Apr. 2012 23:00;0,17;0,53;0,35;0,24
Sa., 28.Apr. 2012 23:15;0,18;0,55;0,39;0,26
Sa., 28.Apr. 2012 23:30;0,2;0,57;0,4;0,27
Sa., 28.Apr. 2012 23:45;0,2;0,55;0,39;0,27
So., 29.Apr. 2012 00:00;0,19;0,53;0,37;0,25
So., 29.Apr. 2012 00:15;0,17;0,52;0,34;0,24
So., 29.Apr. 2012 00:30;0,22;0,51;0,36;0,26
So., 29.Apr. 2012 00:45;0,2;0,5;0,35;0,25
So., 29.Apr. 2012 01:00;0,21;0,53;0,37;0,26
So., 29.Apr. 2012 01:15;0,17;0,54;0,36;0,25
So., 29.Apr. 2012 01:30;0,18;0,52;0,36;0,25
So., 29.Apr. 2012 01:45;0,18;0,54;0,36;0,25
So., 29.Apr. 2012 02:00;0,22;0,51;0,37;0,26
So., 29.Apr. 2012 02:15;0,21;0,53;0,37;0,26
So., 29.Apr. 2012 02:30;0,18;0,51;0,35;0,24
So., 29.Apr. 2012 02:45;0,17;0,48;0,33;0,23
So., 29.Apr. 2012 03:00;0,19;0,47;0,33;0,24
So., 29.Apr. 2012 03:15;0,2;0,55;0,37;0,27
So., 29.Apr. 2012 03:30;0,17;0,55;0,36;0,25
So., 29.Apr. 2012 03:45;0,22;0,53;0,37;0,27
So., 29.Apr. 2012 04:00;0,17;0,51;0,34;0,24
So., 29.Apr. 2012 04:15;0,18;0,57;0,4;0,26
So., 29.Apr. 2012 04:30;0,23;0,52;0,4;0,27
So., 29.Apr. 2012 04:45;0,18;0,52;0,35;0,25
So., 29.Apr. 2012 05:00;0,22;0,54;0,4;0,27
So., 29.Apr. 2012 05:15;0,2;0,53;0,37;0,26
So., 29.Apr. 2012 05:30;0,17;0,53;0,35;0,24
So., 29.Apr. 2012 05:45;0,2;0,5;0,36;0,25
So., 29.Apr. 2012 06:00;0,18;0,51;0,35;0,24
So., 29.Apr. 2012 06:15;0,24;0,56;0,42;0,29
So., 29.Apr. 2012 06:30;0,28;0,54;0,43;0,3
So., 29.Apr. 2012 06:45;0,24;0,55;0,4;0,29
So., 29.Apr. 2012 07:00;0,26;0,63;0,45;0,32
So., 29.Apr. 2012 07:15;0,25;0,59;0,43;0,3
So., 29.Apr. 2012 07:30;0,33;0,73;0,55;0,38
So., 29.Apr. 2012 07:45;0,73;0,96;0,88;0,65
So., 29.Apr. 2012 08:00;1,03;1,02;1,06;0,82
So., 29.Apr. 2012 08:15;1,11;1,14;1,13;0,9
So., 29.Apr. 2012 08:30;0,89;1,29;1,13;0,83
So., 29.Apr. 2012 08:45;1,02;1,69;1,45;1,02
So., 29.Apr. 2012 09:00;1,05;1,68;1,43;1,03
So., 29.Apr. 2012 09:15;1,09;1,84;1,46;1,1
So., 29.Apr. 2012 09:30;1,45;1,89;1,74;1,29
So., 29.Apr. 2012 09:45;1,33;1,87;1,65;1,23
So., 29.Apr. 2012 10:00;1,21;2;1,72;1,21
So., 29.Apr. 2012 10:15;1,29;1,88;1,64;1,21
So., 29.Apr. 2012 10:30;1,23;1,91;1,58;1,19
So., 29.Apr. 2012 10:45;1,25;1,74;1,57;1,15
So., 29.Apr. 2012 11:00;1,24;2,02;1,65;1,23
So., 29.Apr. 2012 11:15;1,27;1,66;1,49;1,13
So., 29.Apr. 2012 11:30;1,17;1,72;1,46;1,1
So., 29.Apr. 2012 11:45;1,27;1,67;1,54;1,14
So., 29.Apr. 2012 12:00;1,12;1,83;1,55;1,11
So., 29.Apr. 2012 12:15;1,02;1,53;1,29;0,97
So., 29.Apr. 2012 12:30;1,35;1,73;1,62;1,19
So., 29.Apr. 2012 12:45;1,33;1,69;1,57;1,17
So., 29.Apr. 2012 13:00;1,35;1,55;1,52;1,14
So., 29.Apr. 2012 13:15;1,21;1,77;1,52;1,14
So., 29.Apr. 2012 13:30;1,23;1,63;1,5;1,1
So., 29.Apr. 2012 13:45;1,2;1,61;1,46;1,08
So., 29.Apr. 2012 14:00;1,22;1,69;1,49;1,12
So., 29.Apr. 2012 14:15;1,24;1,65;1,51;1,12
So., 29.Apr. 2012 14:30;1,3;1,54;1,49;1,11
So., 29.Apr. 2012 14:45;1,2;1,63;1,44;1,09
So., 29.Apr. 2012 15:00;1,3;1,82;1,58;1,2
So., 29.Apr. 2012 15:15;1,39;1,68;1,61;1,2
So., 29.Apr. 2012 15:30;1,32;1,58;1,54;1,13
So., 29.Apr. 2012 15:45;0,98;1,65;1,38;0,99
So., 29.Apr. 2012 16:00;0,86;1,62;1,25;0,92
So., 29.Apr. 2012 16:15;0,78;1,55;1,18;0,86
So., 29.Apr. 2012 16:30;0,72;1,44;1,11;0,79
So., 29.Apr. 2012 16:45;0,69;0,97;0,85;0,64
So., 29.Apr. 2012 17:00;0,62;0,86;0,76;0,57
So., 29.Apr. 2012 17:15;0,65;0,75;0,74;0,55
So., 29.Apr. 2012 17:30;0,35;0,72;0,56;0,39
So., 29.Apr. 2012 17:45;0,74;0,61;0,69;0,55
So., 29.Apr. 2012 18:00;0,24;0,52;0,39;0,28
So., 29.Apr. 2012 18:15;1,14;0,48;0,87;0,71
So., 29.Apr. 2012 18:30;1,32;0,58;0,96;0,83
So., 29.Apr. 2012 18:45;1,3;0,58;1;0,82
So., 29.Apr. 2012 19:00;1,07;0,58;0,84;0,71
So., 29.Apr. 2012 19:15;0,96;0,85;0,96;0,74
So., 29.Apr. 2012 19:30;0,98;0,87;0,94;0,75
So., 29.Apr. 2012 19:45;1,22;0,74;0,99;0,83
So., 29.Apr. 2012 20:00;0,18;0,59;0,4;0,27
So., 29.Apr. 2012 20:15;0,23;0,52;0,4;0,27
So., 29.Apr. 2012 20:30;0,63;0,98;0,85;0,61
So., 29.Apr. 2012 20:45;0,28;0,53;0,41;0,3
So., 29.Apr. 2012 21:00;0,22;0,46;0,34;0,25
So., 29.Apr. 2012 21:15;0,17;0,46;0,32;0,22
So., 29.Apr. 2012 21:30;0,17;0,45;0,32;0,22
So., 29.Apr. 2012 21:45;0,18;0,48;0,34;0,23
So., 29.Apr. 2012 22:00;0,22;0,48;0,36;0,25
So., 29.Apr. 2012 22:15;0,21;0,51;0,36;0,26
So., 29.Apr. 2012 22:30;0,18;0,47;0,34;0,23
So., 29.Apr. 2012 22:45;0,17;0,46;0,32;0,22
So., 29.Apr. 2012 23:00;0,18;0,46;0,34;0,23
So., 29.Apr. 2012 23:15;0,2;0,45;0,33;0,24
So., 29.Apr. 2012 23:30;0,2;0,5;0,35;0,25
So., 29.Apr. 2012 23:45;0,21;0,48;0,36;0,25
Mo., 30.Apr. 2012 00:00;0,3;0,48;0,41;0,29
Mo., 30.Apr. 2012 00:15;0,2;0,48;0,35;0,24
Mo., 30.Apr. 2012 00:30;0,2;0,46;0,33;0,24
Mo., 30.Apr. 2012 00:45;0,19;0,46;0,34;0,23
Mo., 30.Apr. 2012 01:00;0,21;0,47;0,35;0,25
Mo., 30.Apr. 2012 01:15;0,18;0,53;0,35;0,25
Mo., 30.Apr. 2012 01:30;0,18;0,56;0,37;0,26
Mo., 30.Apr. 2012 01:45;0,2;0,47;0,34;0,24
Mo., 30.Apr. 2012 02:00;0,18;0,46;0,34;0,23
Mo., 30.Apr. 2012 02:15;0,22;0,45;0,34;0,25
Mo., 30.Apr. 2012 02:30;0,2;0,45;0,33;0,24
Mo., 30.Apr. 2012 02:45;0,18;0,53;0,36;0,25
Mo., 30.Apr. 2012 03:00;0,2;0,48;0,35;0,24
Mo., 30.Apr. 2012 03:15;0,18;0,48;0,34;0,23
Mo., 30.Apr. 2012 03:30;0,18;0,46;0,33;0,23
Mo., 30.Apr. 2012 03:45;0,17;0,46;0,32;0,22
Mo., 30.Apr. 2012 04:00;0,22;0,45;0,34;0,25
Mo., 30.Apr. 2012 04:15;0,21;0,47;0,35;0,25
Mo., 30.Apr. 2012 04:30;0,2;0,48;0,34;0,24
Mo., 30.Apr. 2012 04:45;0,18;0,48;0,34;0,23
Mo., 30.Apr. 2012 05:00;0,18;0,47;0,33;0,23
Mo., 30.Apr. 2012 05:15;0,18;0,45;0,32;0,23
Mo., 30.Apr. 2012 05:30;0,23;0,46;0,35;0,25
Mo., 30.Apr. 2012 05:45;0,18;0,46;0,33;0,23
Mo., 30.Apr. 2012 06:00;0,18;0,48;0,33;0,23
Mo., 30.Apr. 2012 06:15;0,24;0,52;0,4;0,28
Mo., 30.Apr. 2012 06:30;0,32;0,51;0,43;0,31
Mo., 30.Apr. 2012 06:45;0,31;0,46;0,39;0,29
Mo., 30.Apr. 2012 07:00;0,25;0,45;0,35;0,26
Mo., 30.Apr. 2012 07:15;0,24;0,46;0,36;0,26
Mo., 30.Apr. 2012 07:30;0,24;0,48;0,37;0,26
Mo., 30.Apr. 2012 07:45;0,25;0,57;0,44;0,3
Mo., 30.Apr. 2012 08:00;0,26;0,5;0,4;0,28
Mo., 30.Apr. 2012 08:15;0,3;0,47;0,4;0,29
Mo., 30.Apr. 2012 08:30;0,24;0,47;0,36;0,26
Mo., 30.Apr. 2012 08:45;0,24;0,48;0,37;0,26
Mo., 30.Apr. 2012 09:00;0,25;0,46;0,36;0,26
Mo., 30.Apr. 2012 09:15;0,26;0,5;0,39;0,28
Mo., 30.Apr. 2012 09:30;0,29;0,5;0,41;0,3
Mo., 30.Apr. 2012 09:45;0,29;0,47;0,4;0,29
Mo., 30.Apr. 2012 10:00;0,23;0,46;0,36;0,25
Mo., 30.Apr. 2012 10:15;0,24;0,46;0,35;0,26
Mo., 30.Apr. 2012 10:30;0,26;0,46;0,37;0,27
Mo., 30.Apr. 2012 10:45;0,25;0,51;0,4;0,28
Mo., 30.Apr. 2012 11:00;0,28;0,5;0,41;0,29
Mo., 30.Apr. 2012 11:15;0,24;0,53;0,4;0,28
Mo., 30.Apr. 2012 11:30;0,25;0,46;0,37;0,26
Mo., 30.Apr. 2012 11:45;0,25;0,46;0,36;0,26
Mo., 30.Apr. 2012 12:00;0,26;0,46;0,36;0,27
Mo., 30.Apr. 2012 12:15;0,24;0,47;0,36;0,26
Mo., 30.Apr. 2012 12:30;0,28;0,5;0,39;0,29
Mo., 30.Apr. 2012 12:45;0,24;0,53;0,41;0,28
Mo., 30.Apr. 2012 13:00;0,24;0,46;0,37;0,26
Mo., 30.Apr. 2012 13:15;0,26;0,46;0,39;0,27
Mo., 30.Apr. 2012 13:30;0,24;0,46;0,36;0,26
Mo., 30.Apr. 2012 13:45;0,28;0,46;0,39;0,28
Mo., 30.Apr. 2012 14:00;0,24;0,5;0,39;0,27
Mo., 30.Apr. 2012 14:15;0,24;0,48;0,36;0,26
Mo., 30.Apr. 2012 14:30;0,32;0,5;0,42;0,31
Mo., 30.Apr. 2012 14:45;0,24;0,53;0,39;0,28
Mo., 30.Apr. 2012 15:00;0,28;0,46;0,39;0,28
Mo., 30.Apr. 2012 15:15;0,24;0,46;0,37;0,26
Mo., 30.Apr. 2012 15:30;0,24;0,47;0,37;0,26
Mo., 30.Apr. 2012 15:45;0,26;0,5;0,39;0,28
Mo., 30.Apr. 2012 16:00;0,24;0,53;0,4;0,28
Mo., 30.Apr. 2012 16:15;0,24;0,47;0,37;0,26
Mo., 30.Apr. 2012 16:30;0,28;0,48;0,4;0,28
Mo., 30.Apr. 2012 16:45;0,26;0,46;0,39;0,27
Mo., 30.Apr. 2012 17:00;0,26;0,46;0,39;0,27
Mo., 30.Apr. 2012 17:15;0,24;0,5;0,39;0,27
Mo., 30.Apr. 2012 17:30;0,24;0,5;0,39;0,27
Mo., 30.Apr. 2012 17:45;0,29;0,47;0,39;0,29
Mo., 30.Apr. 2012 18:00;0,24;0,46;0,36;0,26
Mo., 30.Apr. 2012 18:15;0,26;0,46;0,39;0,27
Mo., 30.Apr. 2012 18:30;0,24;0,46;0,36;0,26
Mo., 30.Apr. 2012 18:45;0,24;0,47;0,37;0,26
Mo., 30.Apr. 2012 19:00;0,28;0,47;0,4;0,28
Mo., 30.Apr. 2012 19:15;0,2;0,51;0,36;0,25
Mo., 30.Apr. 2012 19:30;0,19;0,44;0,32;0,23
Mo., 30.Apr. 2012 19:45;0,22;0,44;0,34;0,24
Mo., 30.Apr. 2012 20:00;0,18;0,43;0,31;0,22
Mo., 30.Apr. 2012 20:15;0,17;0,44;0,31;0,22
Mo., 30.Apr. 2012 20:30;0,22;0,47;0,36;0,25
Mo., 30.Apr. 2012 20:45;0,2;0,54;0,37;0,26
Mo., 30.Apr. 2012 21:00;0,19;0,5;0,35;0,25
Mo., 30.Apr. 2012 21:15;0,17;0,44;0,32;0,22
Mo., 30.Apr. 2012 21:30;0,17;0,43;0,31;0,21
Mo., 30.Apr. 2012 21:45;0,19;0,44;0,33;0,23
Mo., 30.Apr. 2012 22:00;0,23;0,45;0,35;0,25
Mo., 30.Apr. 2012 22:15;0,19;0,47;0,34;0,24
Mo., 30.Apr. 2012 22:30;0,18;0,46;0,32;0,23
Mo., 30.Apr. 2012 22:45;0,17;0,47;0,33;0,23
Mo., 30.Apr. 2012 23:00;0,18;0,44;0,33;0,22
Mo., 30.Apr. 2012 23:15;0,19;0,43;0,32;0,22
Mo., 30.Apr. 2012 23:30;0,24;0,45;0,35;0,26
Mo., 30.Apr. 2012 23:45;0,17;0,46;0,32;0,22
Di., 01.Mai. 2012 00:00;0,18;0,46;0,34;0,23
Di., 01.Mai. 2012 00:15;0,15;0,47;0,31;0,22
Di., 01.Mai. 2012 00:30;0,2;0,46;0,32;0,24
Di., 01.Mai. 2012 00:45;0,18;0,45;0,32;0,23
Di., 01.Mai. 2012 01:00;0,19;0,48;0,33;0,24
Di., 01.Mai. 2012 01:15;0,15;0,49;0,32;0,22
Di., 01.Mai. 2012 01:30;0,16;0,47;0,32;0,22
Di., 01.Mai. 2012 01:45;0,16;0,49;0,32;0,23
Di., 01.Mai. 2012 02:00;0,2;0,46;0,33;0,24
Di., 01.Mai. 2012 02:15;0,19;0,48;0,33;0,24
Di., 01.Mai. 2012 02:30;0,16;0,46;0,32;0,22
Di., 01.Mai. 2012 02:45;0,15;0,43;0,3;0,2
Di., 01.Mai. 2012 03:00;0,17;0,42;0,3;0,21
Di., 01.Mai. 2012 03:15;0,18;0,5;0,33;0,24
Di., 01.Mai. 2012 03:30;0,15;0,5;0,32;0,23
Di., 01.Mai. 2012 03:45;0,2;0,48;0,33;0,24
Di., 01.Mai. 2012 04:00;0,15;0,46;0,31;0,21
Di., 01.Mai. 2012 04:15;0,16;0,51;0,36;0,23
Di., 01.Mai. 2012 04:30;0,21;0,47;0,36;0,25
Di., 01.Mai. 2012 04:45;0,16;0,47;0,32;0,22
Di., 01.Mai. 2012 05:00;0,2;0,49;0,36;0,25
Di., 01.Mai. 2012 05:15;0,18;0,48;0,33;0,23
Di., 01.Mai. 2012 05:30;0,15;0,48;0,32;0,22
Di., 01.Mai. 2012 05:45;0,18;0,45;0,32;0,23
Di., 01.Mai. 2012 06:00;0,16;0,46;0,32;0,22
Di., 01.Mai. 2012 06:15;0,22;0,5;0,38;0,26
Di., 01.Mai. 2012 06:30;0,25;0,49;0,39;0,27
Di., 01.Mai. 2012 06:45;0,22;0,5;0,36;0,26
Di., 01.Mai. 2012 07:00;0,23;0,57;0,41;0,29
Di., 01.Mai. 2012 07:15;0,23;0,53;0,39;0,27
Di., 01.Mai. 2012 07:30;0,3;0,66;0,5;0,35
Di., 01.Mai. 2012 07:45;0,66;0,86;0,79;0,59
Di., 01.Mai. 2012 08:00;0,93;0,92;0,95;0,74
Di., 01.Mai. 2012 08:15;1;1,03;1,02;0,81
Di., 01.Mai. 2012 08:30;0,8;1,16;1,02;0,75
Di., 01.Mai. 2012 08:45;0,92;1,52;1,31;0,92
Di., 01.Mai. 2012 09:00;0,95;1,51;1,29;0,93
Di., 01.Mai. 2012 09:15;0,98;1,66;1,31;0,99
Di., 01.Mai. 2012 09:30;1,31;1,7;1,57;1,17
Di., 01.Mai. 2012 09:45;1,2;1,68;1,49;1,1
Di., 01.Mai. 2012 10:00;1,09;1,8;1,55;1,09
Di., 01.Mai. 2012 10:15;1,16;1,69;1,48;1,09
Di., 01.Mai. 2012 10:30;1,11;1,72;1,42;1,07
Di., 01.Mai. 2012 10:45;1,13;1,57;1,41;1,04
Di., 01.Mai. 2012 11:00;1,12;1,82;1,49;1,11
Di., 01.Mai. 2012 11:15;1,14;1,49;1,34;1,02
Di., 01.Mai. 2012 11:30;1,05;1,55;1,31;0,99
Di., 01.Mai. 2012 11:45;1,14;1,5;1,39;1,02
Di., 01.Mai. 2012 12:00;1,01;1,65;1,4;1
Di., 01.Mai. 2012 12:15;0,92;1,38;1,16;0,87
Di., 01.Mai. 2012 12:30;1,22;1,56;1,46;1,08
Di., 01.Mai. 2012 12:45;1,2;1,52;1,41;1,06
Di., 01.Mai. 2012 13:00;1,22;1,4;1,37;1,03
Di., 01.Mai. 2012 13:15;1,09;1,59;1,37;1,02
Di., 01.Mai. 2012 13:30;1,11;1,47;1,35;1
Di., 01.Mai. 2012 13:45;1,08;1,45;1,31;0,98
Di., 01.Mai. 2012 14:00;1,1;1,52;1,34;1,01
Di., 01.Mai. 2012 14:15;1,12;1,49;1,36;1,01
Di., 01.Mai. 2012 14:30;1,17;1,39;1,34;1
Di., 01.Mai. 2012 14:45;1,08;1,47;1,3;0,98
Di., 01.Mai. 2012 15:00;1,17;1,64;1,42;1,08
Di., 01.Mai. 2012 15:15;1,25;1,51;1,45;1,08
Di., 01.Mai. 2012 15:30;1,19;1,42;1,39;1,02
Di., 01.Mai. 2012 15:45;0,88;1,49;1,24;0,89
Di., 01.Mai. 2012 16:00;0,77;1,46;1,13;0,82
Di., 01.Mai. 2012 16:15;0,7;1,4;1,06;0,77
Di., 01.Mai. 2012 16:30;0,65;1,3;1;0,72
Di., 01.Mai. 2012 16:45;0,62;0,87;0,77;0,57
Di., 01.Mai. 2012 17:00;0,56;0,77;0,68;0,51
Di., 01.Mai. 2012 17:15;0,59;0,68;0,67;0,5
Di., 01.Mai. 2012 17:30;0,32;0,65;0,5;0,36
Di., 01.Mai. 2012 17:45;0,67;0,55;0,62;0,5
Di., 01.Mai. 2012 18:00;0,22;0,47;0,35;0,25
Di., 01.Mai. 2012 18:15;1,03;0,43;0,78;0,64
Di., 01.Mai. 2012 18:30;1,19;0,52;0,86;0,75
Di., 01.Mai. 2012 18:45;1,17;0,52;0,9;0,74
Di., 01.Mai. 2012 19:00;0,96;0,52;0,76;0,64
Di., 01.Mai. 2012 19:15;0,86;0,77;0,86;0,66
Di., 01.Mai. 2012 19:30;0,88;0,78;0,85;0,67
Di., 01.Mai. 2012 19:45;1,1;0,67;0,89;0,75
Di., 01.Mai. 2012 20:00;0,16;0,53;0,36;0,24
Di., 01.Mai. 2012 20:15;0,21;0,47;0,36;0,25
Di., 01.Mai. 2012 20:30;0,57;0,88;0,77;0,55
Di., 01.Mai. 2012 20:45;0,25;0,48;0,37;0,27
Di., 01.Mai. 2012 21:00;0,2;0,41;0,31;0,22
Di., 01.Mai. 2012 21:15;0,15;0,41;0,29;0,2
Di., 01.Mai. 2012 21:30;0,15;0,41;0,29;0,2
Di., 01.Mai. 2012 21:45;0,16;0,43;0,31;0,21
Di., 01.Mai. 2012 22:00;0,2;0,43;0,32;0,23
Di., 01.Mai. 2012 22:15;0,19;0,46;0,32;0,23
Di., 01.Mai. 2012 22:30;0,16;0,42;0,31;0,21
Di., 01.Mai. 2012 22:45;0,15;0,41;0,29;0,2
Di., 01.Mai. 2012 23:00;0,16;0,41;0,31;0,2
Di., 01.Mai. 2012 23:15;0,18;0,41;0,3;0,21
Di., 01.Mai. 2012 23:30;0,18;0,45;0,32;0,23
Di., 01.Mai. 2012 23:45;0,19;0,43;0,32;0,22
Mi., 02.Mai. 2012 00:00;0,27;0,43;0,37;0,26
Mi., 02.Mai. 2012 00:15;0,18;0,43;0,32;0,22
